RduID,Longitude,Latitude,Date,Mtemp
7,-79.0508,36.3695,2009-07,75.2
7,-79.0508,36.3695,2010-07,79.8
7,-79.0508,36.3695,2011-07,79.8
7,-79.0508,36.3695,2012-07,81.2
7,-79.0508,36.3695,2013-07,77
7,-79.0508,36.3695,2014-07,76.3
7,-79.0508,36.3695,2015-07,77.9
7,-79.0508,36.3695,2016-07,79.3
7,-79.0508,36.3695,2017-07,78.8
7,-79.0508,36.3695,2018-07,77
7,-79.0508,36.3695,2019-07,79.3
7,-79.0508,36.3695,2020-07,80.5
,,,,
8,-78.3165,36.129,1975-07,75.6
8,-78.3165,36.129,1976-07,75.3
8,-78.3165,36.129,1977-07,80.5
8,-78.3165,36.129,1978-07,76.1
8,-78.3165,36.129,1979-07,75.5
8,-78.3165,36.129,1980-07,77.2
8,-78.3165,36.129,1981-07,77.6
8,-78.3165,36.129,1982-07,77.9
8,-78.3165,36.129,1983-07,79
8,-78.3165,36.129,1984-07,75
8,-78.3165,36.129,1985-07,76.5
8,-78.3165,36.129,1986-07,80.8
8,-78.3165,36.129,1987-07,80.5
8,-78.3165,36.129,1988-07,78.4
8,-78.3165,36.129,1989-07,78.1
8,-78.3165,36.129,1990-07,79.2
8,-78.3165,36.129,1991-07,80.4
8,-78.3165,36.129,1992-07,79.2
8,-78.3165,36.129,1993-07,81.6
8,-78.3165,36.129,1994-07,80
8,-78.3165,36.129,1995-07,79.4
8,-78.3165,36.129,1996-07,77.2
8,-78.3165,36.129,1997-07,78.8
8,-78.3165,36.129,1998-07,78.9
8,-78.3165,36.129,1999-07,79.7
8,-78.3165,36.129,2000-07,75.4
8,-78.3165,36.129,2001-07,74.8
8,-78.3165,36.129,2002-07,80.3
8,-78.3165,36.129,2003-07,77.8
8,-78.3165,36.129,2004-07,78.3
8,-78.3165,36.129,2005-07,81.6
8,-78.3165,36.129,2006-07,79
8,-78.3165,36.129,2007-07,77.3
8,-78.3165,36.129,2008-07,77.5
8,-78.3165,36.129,2009-07,76.2
8,-78.3165,36.129,2010-07,80.8
8,-78.3165,36.129,2011-07,81.9
8,-78.3165,36.129,2012-07,82
8,-78.3165,36.129,2013-07,78.7
8,-78.3165,36.129,2014-07,77
8,-78.3165,36.129,2015-07,78.7
8,-78.3165,36.129,2016-07,80.4
8,-78.3165,36.129,2017-07,80.6
8,-78.3165,36.129,2018-07,78.3
8,-78.3165,36.129,2019-07,80.8
8,-78.3165,36.129,2020-07,81.8
,,,,
9,-79.302,35.5574,1975-07,75.7
9,-79.302,35.5574,1976-07,76.8
9,-79.302,35.5574,1977-07,80.6
9,-79.302,35.5574,1978-07,76.7
9,-79.302,35.5574,1979-07,75.9
9,-79.302,35.5574,1980-07,79.2
9,-79.302,35.5574,1981-07,78.8
9,-79.302,35.5574,1982-07,78.1
9,-79.302,35.5574,1983-07,79.5
9,-79.302,35.5574,1984-07,76
9,-79.302,35.5574,1985-07,77
9,-79.302,35.5574,1986-07,82.1
9,-79.302,35.5574,1987-07,81
9,-79.302,35.5574,1988-07,78.4
9,-79.302,35.5574,1989-07,77.8
9,-79.302,35.5574,1990-07,79.7
9,-79.302,35.5574,1991-07,80.6
9,-79.302,35.5574,1992-07,80.1
9,-79.302,35.5574,1993-07,82.8
9,-79.302,35.5574,1994-07,79.4
9,-79.302,35.5574,1995-07,79.5
9,-79.302,35.5574,1996-07,78.7
9,-79.302,35.5574,1997-07,79.3
9,-79.302,35.5574,1998-07,80.4
9,-79.302,35.5574,1999-07,80.1
9,-79.302,35.5574,2000-07,76.4
9,-79.302,35.5574,2001-07,75.7
9,-79.302,35.5574,2002-07,80.8
9,-79.302,35.5574,2003-07,78.2
9,-79.302,35.5574,2004-07,78.8
9,-79.302,35.5574,2005-07,81.8
9,-79.302,35.5574,2006-07,79.3
9,-79.302,35.5574,2007-07,77.7
9,-79.302,35.5574,2008-07,77.9
9,-79.302,35.5574,2009-07,77.2
9,-79.302,35.5574,2010-07,80.8
9,-79.302,35.5574,2011-07,82
9,-79.302,35.5574,2012-07,82.1
9,-79.302,35.5574,2013-07,78.1
9,-79.302,35.5574,2014-07,77.9
9,-79.302,35.5574,2015-07,79.5
9,-79.302,35.5574,2016-07,81.2
9,-79.302,35.5574,2017-07,80.5
9,-79.302,35.5574,2018-07,78.9
9,-79.302,35.5574,2019-07,80.6
9,-79.302,35.5574,2020-07,80.8
,,,,
10,-79.1378,36.3275,1975-07,75.3
10,-79.1378,36.3275,1976-07,77.1
10,-79.1378,36.3275,1977-07,80.5
10,-79.1378,36.3275,1978-07,75.7
10,-79.1378,36.3275,1979-07,75
10,-79.1378,36.3275,1980-07,77.9
10,-79.1378,36.3275,1981-07,77.3
10,-79.1378,36.3275,1982-07,77.1
10,-79.1378,36.3275,1983-07,78.6
10,-79.1378,36.3275,1984-07,74.3
10,-79.1378,36.3275,1985-07,76.3
10,-79.1378,36.3275,1986-07,80.3
10,-79.1378,36.3275,1987-07,80.1
10,-79.1378,36.3275,1988-07,77.4
10,-79.1378,36.3275,1989-07,76.6
10,-79.1378,36.3275,1990-07,79.2
10,-79.1378,36.3275,1991-07,79.6
10,-79.1378,36.3275,1992-07,78.7
10,-79.1378,36.3275,1993-07,81
10,-79.1378,36.3275,1994-07,79.3
10,-79.1378,36.3275,1995-07,78.7
10,-79.1378,36.3275,1996-07,77.6
10,-79.1378,36.3275,1997-07,77.7
10,-79.1378,36.3275,1998-07,78.9
10,-79.1378,36.3275,1999-07,79.3
10,-79.1378,36.3275,2000-07,75.3
10,-79.1378,36.3275,2001-07,75.5
10,-79.1378,36.3275,2002-07,80.6
10,-79.1378,36.3275,2003-07,77.5
10,-79.1378,36.3275,2004-07,78.3
10,-79.1378,36.3275,2005-07,81.2
10,-79.1378,36.3275,2006-07,78.1
10,-79.1378,36.3275,2007-07,76.5
10,-79.1378,36.3275,2008-07,77.6
10,-79.1378,36.3275,2009-07,75.6
10,-79.1378,36.3275,2010-07,80
10,-79.1378,36.3275,2011-07,80.3
10,-79.1378,36.3275,2012-07,81.4
10,-79.1378,36.3275,2013-07,77.2
10,-79.1378,36.3275,2014-07,76.7
10,-79.1378,36.3275,2015-07,78.2
10,-79.1378,36.3275,2016-07,79.6
10,-79.1378,36.3275,2017-07,79.2
10,-79.1378,36.3275,2018-07,77.5
10,-79.1378,36.3275,2019-07,79.7
10,-79.1378,36.3275,2020-07,80.9
,,,,
11,-79.4952,35.8316,1975-07,74.7
11,-79.4952,35.8316,1976-07,75.8
11,-79.4952,35.8316,1977-07,79.9
11,-79.4952,35.8316,1978-07,75.9
11,-79.4952,35.8316,1979-07,74.7
11,-79.4952,35.8316,1980-07,78.4
11,-79.4952,35.8316,1981-07,77.9
11,-79.4952,35.8316,1982-07,77.2
11,-79.4952,35.8316,1983-07,78.6
11,-79.4952,35.8316,1984-07,75
11,-79.4952,35.8316,1985-07,76.1
11,-79.4952,35.8316,1986-07,81.4
11,-79.4952,35.8316,1987-07,80.5
11,-79.4952,35.8316,1988-07,78.1
11,-79.4952,35.8316,1989-07,77.3
11,-79.4952,35.8316,1990-07,79
11,-79.4952,35.8316,1991-07,79.8
11,-79.4952,35.8316,1992-07,79.2
11,-79.4952,35.8316,1993-07,81.9
11,-79.4952,35.8316,1994-07,78.7
11,-79.4952,35.8316,1995-07,78.9
11,-79.4952,35.8316,1996-07,78.1
11,-79.4952,35.8316,1997-07,78.3
11,-79.4952,35.8316,1998-07,79.3
11,-79.4952,35.8316,1999-07,79.3
11,-79.4952,35.8316,2000-07,75.4
11,-79.4952,35.8316,2001-07,74.7
11,-79.4952,35.8316,2002-07,79.8
11,-79.4952,35.8316,2003-07,76.9
11,-79.4952,35.8316,2004-07,77.8
11,-79.4952,35.8316,2005-07,80.2
11,-79.4952,35.8316,2006-07,78.1
11,-79.4952,35.8316,2007-07,76.4
11,-79.4952,35.8316,2008-07,77.2
11,-79.4952,35.8316,2009-07,76.2
11,-79.4952,35.8316,2010-07,79.6
11,-79.4952,35.8316,2011-07,81.4
11,-79.4952,35.8316,2012-07,81.2
11,-79.4952,35.8316,2013-07,77.2
11,-79.4952,35.8316,2014-07,77
11,-79.4952,35.8316,2015-07,78.6
11,-79.4952,35.8316,2016-07,80.2
11,-79.4952,35.8316,2017-07,79.4
11,-79.4952,35.8316,2018-07,78
11,-79.4952,35.8316,2019-07,79.7
11,-79.4952,35.8316,2020-07,79.9
,,,,
12,-79.1874,35.907,1975-07,75
12,-79.1874,35.907,1976-07,76.8
12,-79.1874,35.907,1977-07,79.9
12,-79.1874,35.907,1978-07,74.7
12,-79.1874,35.907,1979-07,74.5
12,-79.1874,35.907,1980-07,77.5
12,-79.1874,35.907,1981-07,76.7
12,-79.1874,35.907,1982-07,77.8
12,-79.1874,35.907,1983-07,79.1
12,-79.1874,35.907,1984-07,73.9
12,-79.1874,35.907,1985-07,75.9
12,-79.1874,35.907,1986-07,80.4
12,-79.1874,35.907,1987-07,80.7
12,-79.1874,35.907,1988-07,78.6
12,-79.1874,35.907,1989-07,76.9
12,-79.1874,35.907,1990-07,79.1
12,-79.1874,35.907,1991-07,80.5
12,-79.1874,35.907,1992-07,79.6
12,-79.1874,35.907,1993-07,82.2
12,-79.1874,35.907,1994-07,79.7
12,-79.1874,35.907,1995-07,79.4
12,-79.1874,35.907,1996-07,78.4
12,-79.1874,35.907,1997-07,78.9
12,-79.1874,35.907,1998-07,79.5
12,-79.1874,35.907,1999-07,79.5
12,-79.1874,35.907,2000-07,75.4
12,-79.1874,35.907,2001-07,75.1
12,-79.1874,35.907,2002-07,80
12,-79.1874,35.907,2003-07,77.2
12,-79.1874,35.907,2004-07,78.3
12,-79.1874,35.907,2005-07,80.9
12,-79.1874,35.907,2006-07,78.2
12,-79.1874,35.907,2007-07,76.8
12,-79.1874,35.907,2008-07,76.8
12,-79.1874,35.907,2009-07,76.3
12,-79.1874,35.907,2010-07,80.1
12,-79.1874,35.907,2011-07,81.3
12,-79.1874,35.907,2012-07,81.5
12,-79.1874,35.907,2013-07,77.3
12,-79.1874,35.907,2014-07,77.2
12,-79.1874,35.907,2015-07,78.5
12,-79.1874,35.907,2016-07,80.2
12,-79.1874,35.907,2017-07,79.7
12,-79.1874,35.907,2018-07,78.2
12,-79.1874,35.907,2019-07,80.4
12,-79.1874,35.907,2020-07,80.6
,,,,
13,-78.5968,36.3408,1975-07,75.9
13,-78.5968,36.3408,1976-07,76.9
13,-78.5968,36.3408,1977-07,80.3
13,-78.5968,36.3408,1978-07,76.4
13,-78.5968,36.3408,1979-07,75.9
13,-78.5968,36.3408,1980-07,78.9
13,-78.5968,36.3408,1981-07,77.9
13,-78.5968,36.3408,1982-07,77.7
13,-78.5968,36.3408,1983-07,78.9
13,-78.5968,36.3408,1984-07,75.2
13,-78.5968,36.3408,1985-07,76.7
13,-78.5968,36.3408,1986-07,81
13,-78.5968,36.3408,1987-07,80.6
13,-78.5968,36.3408,1988-07,78.5
13,-78.5968,36.3408,1989-07,77.5
13,-78.5968,36.3408,1990-07,79.4
13,-78.5968,36.3408,1991-07,79.8
13,-78.5968,36.3408,1992-07,78.4
13,-78.5968,36.3408,1993-07,80.5
13,-78.5968,36.3408,1994-07,79.4
13,-78.5968,36.3408,1995-07,79
13,-78.5968,36.3408,1996-07,77.7
13,-78.5968,36.3408,1997-07,78.2
13,-78.5968,36.3408,1998-07,78.7
13,-78.5968,36.3408,1999-07,79.6
13,-78.5968,36.3408,2000-07,75.3
13,-78.5968,36.3408,2001-07,75.1
13,-78.5968,36.3408,2002-07,80.4
13,-78.5968,36.3408,2003-07,77
13,-78.5968,36.3408,2004-07,77.6
13,-78.5968,36.3408,2005-07,81.3
13,-78.5968,36.3408,2006-07,78.2
13,-78.5968,36.3408,2007-07,77.1
13,-78.5968,36.3408,2008-07,77.7
13,-78.5968,36.3408,2009-07,75.8
13,-78.5968,36.3408,2010-07,80.4
13,-78.5968,36.3408,2011-07,81.2
13,-78.5968,36.3408,2012-07,81.6
13,-78.5968,36.3408,2013-07,77.6
13,-78.5968,36.3408,2014-07,76.7
13,-78.5968,36.3408,2015-07,78.1
13,-78.5968,36.3408,2016-07,80
13,-78.5968,36.3408,2017-07,79.5
13,-78.5968,36.3408,2018-07,77.3
13,-78.5968,36.3408,2019-07,79.7
13,-78.5968,36.3408,2020-07,81
,,,,
14,-78.7867,36.4022,1975-07,75.2
14,-78.7867,36.4022,1976-07,76.6
14,-78.7867,36.4022,1977-07,79.8
14,-78.7867,36.4022,1978-07,75.4
14,-78.7867,36.4022,1979-07,74.9
14,-78.7867,36.4022,1980-07,77.9
14,-78.7867,36.4022,1981-07,77
14,-78.7867,36.4022,1982-07,76.8
14,-78.7867,36.4022,1983-07,78.1
14,-78.7867,36.4022,1984-07,74.4
14,-78.7867,36.4022,1985-07,75.9
14,-78.7867,36.4022,1986-07,80.1
14,-78.7867,36.4022,1987-07,79.7
14,-78.7867,36.4022,1988-07,77.1
14,-78.7867,36.4022,1989-07,76.7
14,-78.7867,36.4022,1990-07,78.4
14,-78.7867,36.4022,1991-07,78.9
14,-78.7867,36.4022,1992-07,77.9
14,-78.7867,36.4022,1993-07,80.1
14,-78.7867,36.4022,1994-07,78.9
14,-78.7867,36.4022,1995-07,78
14,-78.7867,36.4022,1996-07,76.7
14,-78.7867,36.4022,1997-07,76.9
14,-78.7867,36.4022,1998-07,77.8
14,-78.7867,36.4022,1999-07,78.6
14,-78.7867,36.4022,2000-07,74.2
14,-78.7867,36.4022,2001-07,74.5
14,-78.7867,36.4022,2002-07,79.7
14,-78.7867,36.4022,2003-07,76.4
14,-78.7867,36.4022,2004-07,77.3
14,-78.7867,36.4022,2005-07,80.4
14,-78.7867,36.4022,2006-07,77.6
14,-78.7867,36.4022,2007-07,76.2
14,-78.7867,36.4022,2008-07,77
14,-78.7867,36.4022,2009-07,74.9
14,-78.7867,36.4022,2010-07,79.7
14,-78.7867,36.4022,2011-07,80.1
14,-78.7867,36.4022,2012-07,81.2
14,-78.7867,36.4022,2013-07,77.1
14,-78.7867,36.4022,2014-07,76.1
14,-78.7867,36.4022,2015-07,77.7
14,-78.7867,36.4022,2016-07,79.4
14,-78.7867,36.4022,2017-07,79
14,-78.7867,36.4022,2018-07,76.9
14,-78.7867,36.4022,2019-07,79.3
14,-78.7867,36.4022,2020-07,80.6
,,,,
15,-79.3725,35.678,1975-07,74.8
15,-79.3725,35.678,1976-07,75.9
